id,name,calories,ingredients,cuisine,dietType,cookingTime,protein,fat,carbs,fiber,rating,instructions
4696,"Spicy Rogan Josh #4696",855,"Shrimp, Garlic, Tomato, Ginger, Spinach, Egg, Cream","Indian","Non-Veg",26,26,8,39,9,4.2,"1. Start by prepping the Shrimp and Garlic. 2. Heat a large pan with some oil and sauté the Tomato. 3. Add the Ginger and cook until tender. 4. Mix in the remaining ingredients and simmer for 13 minutes. 5. Garnish with fresh herbs and serve warm."
4697,"Traditional Pav Bhaji #4697",607,"Honey, Mushroom, Coconut Milk, Rice, Potato","Indian","Non-Veg",36,16,6,65,2,3.8,"1. Start by prepping the Honey and Mushroom. 2. Heat a large pan with some oil and sauté the Coconut Milk. 3. Add the Rice and cook until tender. 4. Mix in the remaining ingredients and simmer for 18 minutes. 5. Garnish with fresh herbs and serve warm."
4698,"Quick Chana Masala #4698",329,"Potato, Onion, Lemon, Basil, Sugar, Coriander, Ginger","Indian","Veg",73,11,26,40,6,4.6,"1. Start by prepping the Potato and Onion. 2. Heat a large pan with some oil and sauté the Lemon. 3. Add the Basil and cook until tender. 4. Mix in the remaining ingredients and simmer for 36 minutes. 5. Garnish with fresh herbs and serve warm."
4699,"Classic Biryani #4699",769,"Onion, Yogurt, Mushroom, Paneer, Bell Pepper, Olive Oil, Cream","Indian","Non-Veg",71,15,11,21,12,4.3,"1. Start by prepping the Onion and Yogurt. 2. Heat a large pan with some oil and sauté the Mushroom. 3. Add the Paneer and cook until tender. 4. Mix in the remaining ingredients and simmer for 35 minutes. 5. Garnish with fresh herbs and serve warm."
4700,"Rustic Butter Chicken #4700",220,"Beans, Olive Oil, Flour, Beef","Indian","Veg",59,14,12,83,10,4.1,"1. Start by prepping the Beans and Olive Oil. 2. Heat a large pan with some oil and sauté the Flour. 3. Add the Beef and cook until tender. 4. Mix in the remaining ingredients and simmer for 29 minutes. 5. Garnish with fresh herbs and serve warm."
4701,"Quick Samosa Chat #4701",173,"Chicken, Onion, Chili, Garam Masala, Spinach, Rice, Pasta","Indian","Non-Veg",32,20,39,20,4,4.7,"1. Start by prepping the Chicken and Onion. 2. Heat a large pan with some oil and sauté the Chili. 3. Add the Garam Masala and cook until tender. 4. Mix in the remaining ingredients and simmer for 16 minutes. 5. Garnish with fresh herbs and serve warm."
4702,"Gourmet Hyderabadi Biryani #4702",117,"Oregano, Olive Oil, Garlic, Potato, Cumin, Spinach, Paneer, Butter","Indian","Non-Veg",45,44,34,74,13,4.0,"1. Start by prepping the Oregano and Olive Oil. 2. Heat a large pan with some oil and sauté the Garlic. 3. Add the Potato and cook until tender. 4. Mix in the remaining ingredients and simmer for 22 minutes. 5. Garnish with fresh herbs and serve warm."
4703,"Chef's Special Rogan Josh #4703",472,"Chili, Yogurt, Carrot, Turmeric, Lemon","Indian","Veg",18,19,9,55,8,4.2,"1. Start by prepping the Chili and Yogurt. 2. Heat a large pan with some oil and sauté the Carrot. 3. Add the Turmeric and cook until tender. 4. Mix in the remaining ingredients and simmer for 9 minutes. 5. Garnish with fresh herbs and serve warm."
4704,"Homemade Aloo Gobi #4704",598,"Cumin, Cream, Soy Sauce, Yogurt, Beans, Olive Oil, Potato, Egg","Indian","Non-Veg",57,49,19,45,3,3.8,"1. Start by prepping the Cumin and Cream. 2. Heat a large pan with some oil and sauté the Soy Sauce. 3. Add the Yogurt and cook until tender. 4. Mix in the remaining ingredients and simmer for 28 minutes. 5. Garnish with fresh herbs and serve warm."
4705,"Traditional Masala Dosa #4705",400,"Lamb, Lemon, Cream, Pasta","Indian","Veg",66,17,8,53,4,4.3,"1. Start by prepping the Lamb and Lemon. 2. Heat a large pan with some oil and sauté the Cream. 3. Add the Pasta and cook until tender. 4. Mix in the remaining ingredients and simmer for 33 minutes. 5. Garnish with fresh herbs and serve warm."
4706,"Spicy Chana Masala #4706",100,"Rice, Chicken, Thyme, Olive Oil, Lemon, Oregano, Basil, Cream","Indian","Non-Veg",40,31,14,37,6,4.7,"1. Start by prepping the Rice and Chicken. 2. Heat a large pan with some oil and sauté the Thyme. 3. Add the Olive Oil and cook until tender. 4. Mix in the remaining ingredients and simmer for 20 minutes. 5. Garnish with fresh herbs and serve warm."
4707,"Traditional Dal Makhani #4707",369,"Flour, Spinach, Tomato, Pasta, Cream, Garam Masala, Basil, Rice","Indian","Veg",31,18,15,85,9,4.8,"1. Start by prepping the Flour and Spinach. 2. Heat a large pan with some oil and sauté the Tomato. 3. Add the Pasta and cook until tender. 4. Mix in the remaining ingredients and simmer for 15 minutes. 5. Garnish with fresh herbs and serve warm."
4708,"Gourmet Butter Chicken #4708",116,"Egg, Thyme, Lentils, Ginger","Indian","Non-Veg",21,18,26,81,13,4.8,"1. Start by prepping the Egg and Thyme. 2. Heat a large pan with some oil and sauté the Lentils. 3. Add the Ginger and cook until tender. 4. Mix in the remaining ingredients and simmer for 10 minutes. 5. Garnish with fresh herbs and serve warm."
4709,"Homemade Malai Kofta #4709",504,"Chicken, Butter, Yogurt, Pasta","Indian","Non-Veg",60,19,12,58,5,3.8,"1. Start by prepping the Chicken and Butter. 2. Heat a large pan with some oil and sauté the Yogurt. 3. Add the Pasta and cook until tender. 4. Mix in the remaining ingredients and simmer for 30 minutes. 5. Garnish with fresh herbs and serve warm."
4710,"Healthy Lamb Vindaloo #4710",355,"Basil, Flour, Egg, Mushroom","Indian","Non-Veg",45,21,6,77,13,4.3,"1. Start by prepping the Basil and Flour. 2. Heat a large pan with some oil and sauté the Egg. 3. Add the Mushroom and cook until tender. 4. Mix in the remaining ingredients and simmer for 22 minutes. 5. Garnish with fresh herbs and serve warm."
4711,"Homemade Pani Puri #4711",580,"Carrot, Yogurt, Flour, Chili, Spinach","Indian","Veg",63,22,30,82,10,4.5,"1. Start by prepping the Carrot and Yogurt. 2. Heat a large pan with some oil and sauté the Flour. 3. Add the Chili and cook until tender. 4. Mix in the remaining ingredients and simmer for 31 minutes. 5. Garnish with fresh herbs and serve warm."
4712,"Quick Rogan Josh #4712",167,"Turmeric, Milk, Basil, Tomato, Beef","Indian","Non-Veg",71,19,30,36,6,4.3,"1. Start by prepping the Turmeric and Milk. 2. Heat a large pan with some oil and sauté the Basil. 3. Add the Tomato and cook until tender. 4. Mix in the remaining ingredients and simmer for 35 minutes. 5. Garnish with fresh herbs and serve warm."
4713,"Classic Aloo Gobi #4713",111,"Shrimp, Cumin, Spinach, Rice, Turmeric, Oregano","Indian","Veg",15,6,18,49,12,3.5,"1. Start by prepping the Shrimp and Cumin. 2. Heat a large pan with some oil and sauté the Spinach. 3. Add the Rice and cook until tender. 4. Mix in the remaining ingredients and simmer for 7 minutes. 5. Garnish with fresh herbs and serve warm."
4714,"Quick Kadai Chicken #4714",417,"Potato, Carrot, Bell Pepper, Mushroom","Indian","Veg",33,12,10,53,8,4.5,"1. Start by prepping the Potato and Carrot. 2. Heat a large pan with some oil and sauté the Bell Pepper. 3. Add the Mushroom and cook until tender. 4. Mix in the remaining ingredients and simmer for 16 minutes. 5. Garnish with fresh herbs and serve warm."
4715,"Gourmet Pani Puri #4715",842,"Cream, Flour, Carrot, Milk, Egg, Coconut Milk, Sugar, Oregano","Indian","Non-Veg",65,25,21,72,11,4.7,"1. Start by prepping the Cream and Flour. 2. Heat a large pan with some oil and sauté the Carrot. 3. Add the Milk and cook until tender. 4. Mix in the remaining ingredients and simmer for 32 minutes. 5. Garnish with fresh herbs and serve warm."
4716,"Gourmet Mutter Paneer #4716",122,"Turmeric, Oregano, Flour, Onion, Shrimp, Milk","Indian","Veg",17,17,11,89,13,3.8,"1. Start by prepping the Turmeric and Oregano. 2. Heat a large pan with some oil and sauté the Flour. 3. Add the Onion and cook until tender. 4. Mix in the remaining ingredients and simmer for 8 minutes. 5. Garnish with fresh herbs and serve warm."
4717,"Spicy Biryani #4717",502,"Garam Masala, Tomato, Lentils, Beans, Lemon, Paneer, Chicken, Coconut Milk","Indian","Veg",15,11,13,34,9,4.4,"1. Start by prepping the Garam Masala and Tomato. 2. Heat a large pan with some oil and sauté the Lentils. 3. Add the Beans and cook until tender. 4. Mix in the remaining ingredients and simmer for 7 minutes. 5. Garnish with fresh herbs and serve warm."
4718,"Traditional Vada Pav #4718",729,"Yogurt, Oregano, Sugar, Tomato, Garlic, Pork, Egg","Indian","Veg",63,11,13,67,6,3.6,"1. Start by prepping the Yogurt and Oregano. 2. Heat a large pan with some oil and sauté the Sugar. 3. Add the Tomato and cook until tender. 4. Mix in the remaining ingredients and simmer for 31 minutes. 5. Garnish with fresh herbs and serve warm."
4719,"Healthy Fish Curry #4719",681,"Oregano, Ginger, Chicken, Cumin","Indian","Veg",15,11,34,24,4,4.3,"1. Start by prepping the Oregano and Ginger. 2. Heat a large pan with some oil and sauté the Chicken. 3. Add the Cumin and cook until tender. 4. Mix in the remaining ingredients and simmer for 7 minutes. 5. Garnish with fresh herbs and serve warm."
4720,"Chef's Special Chicken Tikka Masala #4720",666,"Tomato, Olive Oil, Carrot, Spinach, Honey, Chili","Indian","Non-Veg",46,44,6,51,4,4.7,"1. Start by prepping the Tomato and Olive Oil. 2. Heat a large pan with some oil and sauté the Carrot. 3. Add the Spinach and cook until tender. 4. Mix in the remaining ingredients and simmer for 23 minutes. 5. Garnish with fresh herbs and serve warm."
4721,"Homemade Chana Masala #4721",885,"Paneer, Sugar, Coconut Milk, Lamb, Chicken, Butter, Beans, Tomato","Indian","Veg",59,16,16,55,3,4.9,"1. Start by prepping the Paneer and Sugar. 2. Heat a large pan with some oil and sauté the Coconut Milk. 3. Add the Lamb and cook until tender. 4. Mix in the remaining ingredients and simmer for 29 minutes. 5. Garnish with fresh herbs and serve warm."
4722,"Chef's Special Biryani #4722",717,"Spinach, Egg, Thyme, Beans, Shrimp, Paneer","Indian","Veg",23,22,6,49,5,4.1,"1. Start by prepping the Spinach and Egg. 2. Heat a large pan with some oil and sauté the Thyme. 3. Add the Beans and cook until tender. 4. Mix in the remaining ingredients and simmer for 11 minutes. 5. Garnish with fresh herbs and serve warm."
4723,"Modern Twist Butter Chicken #4723",483,"Bell Pepper, Milk, Rice, Soy Sauce, Olive Oil","Indian","Non-Veg",23,19,7,63,11,3.9,"1. Start by prepping the Bell Pepper and Milk. 2. Heat a large pan with some oil and sauté the Rice. 3. Add the Soy Sauce and cook until tender. 4. Mix in the remaining ingredients and simmer for 11 minutes. 5. Garnish with fresh herbs and serve warm."
4724,"Chef's Special Chicken Tikka Masala #4724",244,"Turmeric, Yogurt, Oregano, Beans, Beef, Sugar","Indian","Non-Veg",19,31,19,64,12,4.5,"1. Start by prepping the Turmeric and Yogurt. 2. Heat a large pan with some oil and sauté the Oregano. 3. Add the Beans and cook until tender. 4. Mix in the remaining ingredients and simmer for 9 minutes. 5. Garnish with fresh herbs and serve warm."
4725,"Rustic Prawn Balchao #4725",395,"Coriander, Pork, Beans, Rice, Yogurt, Milk, Oregano","Indian","Veg",21,18,9,49,3,4.0,"1. Start by prepping the Coriander and Pork. 2. Heat a large pan with some oil and sauté the Beans. 3. Add the Rice and cook until tender. 4. Mix in the remaining ingredients and simmer for 10 minutes. 5. Garnish with fresh herbs and serve warm."
4726,"Healthy Baingan Bharta #4726",669,"Oregano, Basil, Ginger, Tomato, Sugar, Turmeric, Beans, Beef","Indian","Non-Veg",29,15,5,78,11,3.9,"1. Start by prepping the Oregano and Basil. 2. Heat a large pan with some oil and sauté the Ginger. 3. Add the Tomato and cook until tender. 4. Mix in the remaining ingredients and simmer for 14 minutes. 5. Garnish with fresh herbs and serve warm."
4727,"Classic Samosa Chat #4727",801,"Turmeric, Lentils, Chili, Cumin, Spinach, Chicken, Beans, Yogurt","Indian","Veg",39,13,23,60,5,4.6,"1. Start by prepping the Turmeric and Lentils. 2. Heat a large pan with some oil and sauté the Chili. 3. Add the Cumin and cook until tender. 4. Mix in the remaining ingredients and simmer for 19 minutes. 5. Garnish with fresh herbs and serve warm."
4728,"Healthy Kadai Chicken #4728",413,"Carrot, Beef, Flour, Garlic, Pasta, Potato","Indian","Non-Veg",29,31,33,23,5,4.7,"1. Start by prepping the Carrot and Beef. 2. Heat a large pan with some oil and sauté the Flour. 3. Add the Garlic and cook until tender. 4. Mix in the remaining ingredients and simmer for 14 minutes. 5. Garnish with fresh herbs and serve warm."
4729,"Healthy Kadai Chicken #4729",784,"Egg, Mushroom, Yogurt, Carrot, Pasta, Spinach, Lemon, Lamb","Indian","Veg",70,17,31,76,8,4.0,"1. Start by prepping the Egg and Mushroom. 2. Heat a large pan with some oil and sauté the Yogurt. 3. Add the Carrot and cook until tender. 4. Mix in the remaining ingredients and simmer for 35 minutes. 5. Garnish with fresh herbs and serve warm."
4730,"Spicy Dal Makhani #4730",324,"Pork, Carrot, Spinach, Soy Sauce, Rice, Cream, Pasta","Indian","Non-Veg",27,38,16,75,13,3.8,"1. Start by prepping the Pork and Carrot. 2. Heat a large pan with some oil and sauté the Spinach. 3. Add the Soy Sauce and cook until tender. 4. Mix in the remaining ingredients and simmer for 13 minutes. 5. Garnish with fresh herbs and serve warm."
4731,"Traditional Tandoori Chicken #4731",477,"Soy Sauce, Shrimp, Egg, Potato, Lamb, Carrot","Indian","Veg",46,6,16,81,8,3.5,"1. Start by prepping the Soy Sauce and Shrimp. 2. Heat a large pan with some oil and sauté the Egg. 3. Add the Potato and cook until tender. 4. Mix in the remaining ingredients and simmer for 23 minutes. 5. Garnish with fresh herbs and serve warm."
4732,"Traditional Hyderabadi Biryani #4732",546,"Chicken, Chili, Honey, Turmeric, Garam Masala, Olive Oil","Indian","Non-Veg",63,20,29,72,3,3.6,"1. Start by prepping the Chicken and Chili. 2. Heat a large pan with some oil and sauté the Honey. 3. Add the Turmeric and cook until tender. 4. Mix in the remaining ingredients and simmer for 31 minutes. 5. Garnish with fresh herbs and serve warm."
4733,"Healthy Biryani #4733",285,"Beans, Cheese, Chicken, Tomato, Rice, Butter, Garam Masala","Indian","Non-Veg",51,27,32,72,12,4.6,"1. Start by prepping the Beans and Cheese. 2. Heat a large pan with some oil and sauté the Chicken. 3. Add the Tomato and cook until tender. 4. Mix in the remaining ingredients and simmer for 25 minutes. 5. Garnish with fresh herbs and serve warm."
4734,"Modern Twist Aloo Gobi #4734",182,"Mushroom, Chili, Spinach, Ginger, Rice, Lentils, Shrimp, Soy Sauce","Indian","Non-Veg",58,42,33,29,7,4.1,"1. Start by prepping the Mushroom and Chili. 2. Heat a large pan with some oil and sauté the Spinach. 3. Add the Ginger and cook until tender. 4. Mix in the remaining ingredients and simmer for 29 minutes. 5. Garnish with fresh herbs and serve warm."
4735,"Traditional Biryani #4735",106,"Garam Masala, Beans, Bell Pepper, Sugar, Spinach, Olive Oil, Cream","Indian","Veg",19,8,12,30,9,4.6,"1. Start by prepping the Garam Masala and Beans. 2. Heat a large pan with some oil and sauté the Bell Pepper. 3. Add the Sugar and cook until tender. 4. Mix in the remaining ingredients and simmer for 9 minutes. 5. Garnish with fresh herbs and serve warm."
4736,"Chef's Special Aloo Gobi #4736",779,"Cumin, Chicken, Cream, Lentils, Tomato, Coriander, Beans, Basil","Indian","Veg",44,16,38,83,13,3.6,"1. Start by prepping the Cumin and Chicken. 2. Heat a large pan with some oil and sauté the Cream. 3. Add the Lentils and cook until tender. 4. Mix in the remaining ingredients and simmer for 22 minutes. 5. Garnish with fresh herbs and serve warm."
4737,"Healthy Palak Paneer #4737",514,"Yogurt, Coconut Milk, Sugar, Thyme, Cheese, Cream","Indian","Non-Veg",46,15,30,32,11,3.9,"1. Start by prepping the Yogurt and Coconut Milk. 2. Heat a large pan with some oil and sauté the Sugar. 3. Add the Thyme and cook until tender. 4. Mix in the remaining ingredients and simmer for 23 minutes. 5. Garnish with fresh herbs and serve warm."
4738,"Rustic Samosa Chat #4738",632,"Yogurt, Shrimp, Ginger, Honey, Paneer, Soy Sauce","Indian","Non-Veg",37,26,30,87,6,4.5,"1. Start by prepping the Yogurt and Shrimp. 2. Heat a large pan with some oil and sauté the Ginger. 3. Add the Honey and cook until tender. 4. Mix in the remaining ingredients and simmer for 18 minutes. 5. Garnish with fresh herbs and serve warm."
4739,"Modern Twist Masala Dosa #4739",590,"Beef, Butter, Potato, Olive Oil, Sugar, Shrimp, Egg","Indian","Veg",50,8,18,71,11,4.3,"1. Start by prepping the Beef and Butter. 2. Heat a large pan with some oil and sauté the Potato. 3. Add the Olive Oil and cook until tender. 4. Mix in the remaining ingredients and simmer for 25 minutes. 5. Garnish with fresh herbs and serve warm."
4740,"Spicy Chana Masala #4740",646,"Turmeric, Pork, Chili, Mushroom, Yogurt","Indian","Non-Veg",18,23,22,38,9,4.2,"1. Start by prepping the Turmeric and Pork. 2. Heat a large pan with some oil and sauté the Chili. 3. Add the Mushroom and cook until tender. 4. Mix in the remaining ingredients and simmer for 9 minutes. 5. Garnish with fresh herbs and serve warm."
4741,"Gourmet Dhokla #4741",284,"Yogurt, Chili, Sugar, Rice","Indian","Non-Veg",24,22,22,29,6,4.7,"1. Start by prepping the Yogurt and Chili. 2. Heat a large pan with some oil and sauté the Sugar. 3. Add the Rice and cook until tender. 4. Mix in the remaining ingredients and simmer for 12 minutes. 5. Garnish with fresh herbs and serve warm."
